Product Name, Product ID, Review Text, Review Rating, Reviewer Verified
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, It was same as picture, 4, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, Delivery is too late but product is good, 5, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, Average, 2, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, No airtight loose lid, 1, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, Awesome product, 4, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, Container is too good but the delivery boy is very bad he don't know how to talk with customer please say our delivery boy that respect customers, 4, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, Excellent 👌👌👌, 5, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, Value for money, 3, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, Bad, 2, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, Very good, 4, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, Nice 👍, 5, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, Very good product value for money, 5, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, Nice, 3, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, Highly recommend, 5, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, Not a air tight container, 3, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, Amazing product, 5, Yes
Womens 1st Choice Plastic Grocery Container  - 500 ml, itm289568147cde8, Waste of money... lids are not fitting, 1, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Nice and affordable., 5, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, It's very small, 2, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Good, 5, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Good ,I am so happy, 5, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, After a few days of usage the sides broke, very disappointed. The quality of the product is not good, 2, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Bowl quality is very bad after few days automatically cracks bowl uper portion, 2, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Very small in size,low quality,, 1, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, No air tight and no quality, 3, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, OK, 5, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Nice, 5, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, All products super, 5, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Good product, 4, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Too poor can't explainUse one time n just crack in container border area, 1, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, The product is good but the sizes are small but worth the money, 5, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Container lid is loose. So we can't carry food items to anywhere., 3, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Good, 3, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Not gd, 2, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Good bt price is high compared with the product., 4, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Good, 4, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Value for money, 4, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Good, 5, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Small in size, 3, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Not good, 2, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Smelling iron, 3, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Very small size, 1, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Good 💯, 4, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Nice product, 5, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, It's a good product, 4, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Good product, 5, Yes
BOWLMAN Steel Bread Container  - 2500 ml  (Pack of 4, itm3d81d4f1ff971, Good product but so good, 5, Yes
Iktu Vacuum Insulated Water Bottle LED Temperature Display S304 Stainless Steel Flask 420 ml Flask  (Pack of 1, itm5fb63b4f3a7c7, This is very bad product and this is very small this Store very little water in it, 3, Yes
Iktu Vacuum Insulated Water Bottle LED Temperature Display S304 Stainless Steel Flask 420 ml Flask  (Pack of 1, itm5fb63b4f3a7c7, Ok, 3, Yes
Iktu Vacuum Insulated Water Bottle LED Temperature Display S304 Stainless Steel Flask 420 ml Flask  (Pack of 1, itm5fb63b4f3a7c7, Nice product, 5, Yes
Iktu Vacuum Insulated Water Bottle LED Temperature Display S304 Stainless Steel Flask 420 ml Flask  (Pack of 1, itm5fb63b4f3a7c7, Over all its good, 4, Yes
Iktu Vacuum Insulated Water Bottle LED Temperature Display S304 Stainless Steel Flask 420 ml Flask  (Pack of 1, itm5fb63b4f3a7c7, I like this ❤️🤗🥰, 3, Yes
Iktu Vacuum Insulated Water Bottle LED Temperature Display S304 Stainless Steel Flask 420 ml Flask  (Pack of 1, itm5fb63b4f3a7c7, It's so good.value for money, 5, Yes
Iktu Vacuum Insulated Water Bottle LED Temperature Display S304 Stainless Steel Flask 420 ml Flask  (Pack of 1, itm5fb63b4f3a7c7, Just wow 🤩🤩 pretty 😍😍, 5, Yes
Iktu Vacuum Insulated Water Bottle LED Temperature Display S304 Stainless Steel Flask 420 ml Flask  (Pack of 1, itm5fb63b4f3a7c7, Fine., 4, Yes
Iktu Vacuum Insulated Water Bottle LED Temperature Display S304 Stainless Steel Flask 420 ml Flask  (Pack of 1, itm5fb63b4f3a7c7, Overall good, 4, Yes
Iktu Vacuum Insulated Water Bottle LED Temperature Display S304 Stainless Steel Flask 420 ml Flask  (Pack of 1, itm5fb63b4f3a7c7, Good one. My daughter loved it, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Awesome 👏 product. I am using it for last 4 years without any problems. Just go for it., 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Very good cordless electric kettle for the price bought.Pros:1>Made of stainless steel and aluminium cast.Looks elegant with flawless performance.Hence easy to clean after use and no smell of burning plastic which is hazardous for health.2>Heats water and milk quickly and auto switches off after heating.3>Cordless assembly which is very easy and convenient to lift up/detach the kettle and keep it back in position for use.4>Has indicator light to show whether the kettle is in ON or OFF.Th..., 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, I am fully satisfied with this product. I loved it. Very good quality.very useful for me.., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Nice product and works fine. Water gets heated in two minutes only and design looks good too. Just be cautious with the metallic body as that gets heated up as well and you may end up burning your hand accidentally. Overall we are a happy customer with this Kettle., 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Simply good,, 4, Unknown
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, I ordered this for my daily use and I am fully satisfied with it.It can boil 1 ltrs of water within 13 minutes and it's a. sturdy product. Tea, coffee, soups, Maggi, eggs and lot more can be made with it.If you want to boil 1 ltrs of liquid, this one is a great buy.It's quite small as compared to the picture. But holds 1 ltrs of liquid., 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, By far the product is good, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Difficult to clean from inside because of small opening, 3, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, That's nice product, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Worth it, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Worst product given by Flipkart, 1, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Functional, the kettle bottom plastic broke during transportation, 3, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good product., 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Not good, 2, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Superb, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Wonderful product,bought two and still working perfectly after 3 years, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Best quality, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Excellent, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Was a great companion in my 1 year hostel life; Boil eggs, cook maggie and noodles, boil water, Make tea and coffee, Warm your milk.... It can do almost anything and its a beast of product. Heavy, Durable, Hardy, Easy to use and clean, its a must buy for everyone!, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, good product, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Love this product. Good product at good price, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, It worked for few days. Now it is in scrapyard!, 1, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Looks good. material and functions well.does it's work well. But I have complain regarding the delivery as the shipment is free. why does the delivery boy charge extra. Its not first time i am facing. when I had ordered for Led Vu tv they demands 200rs extra which is absolutely unfair., 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Nice product, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Go for it, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, It's not good as I expected cleaning this inside is difficult and when I plugged in over heating and some times get shock when touched, 3, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Very useful product, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Gr8, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Nice item for giving for gift in marriage.....I gave it in marriage gift....., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Its almost 6 months usin it so far so good, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Thank you for a wonderful product, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good Product. Using the kettle for 6 months. I use it daily 2 times for boiling water for making tea. All these 6 months water is left inside after each use, but no rusting.  Very good build quality. Only one problem is the Lid will not stay open properly and easily fall back., 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Wonder product i purchase one week before faste heating totally good product, kittl body all so strong ?, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Very nice, 3, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Nice product but wire is too short, 3, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Very nice, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, It is a value for money product. Thanks flipkart., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Nice product, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Working too good and water heats up very fast.., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Nice product for boiling water and tea., 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good buy , worth the money. Recommended if you are looking for a water kettle, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Very nice, & working, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good kettle. Quick heating., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Nice product, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Overall hap0y with product! Effective n efficient!, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, The product is great and easy to use. It also comes with a warranty and it is authentic., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Its a very good product, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Very good, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Nice product, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, The kettle has beem working fine  since last two month. Thr body is steel so its easier to clean. God for boiling water, cnt boil milk, it overthrows milk very soon., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Decent product, 3, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Nice but small neck, washing is a task, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Go for it!, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Great product.. using from last 1 year, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, I like this product., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Nice, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Nice product! Worth to buy..., 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Goo product. I recommend., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good product very useful, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Very good product, works awesome, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, It's very good..... And a genuine product, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good one it is very useful for who's staying in for singleFor quick hot water safety also, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good product, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Useful only for boiling water , milk . Not for Maggie purpose, 2, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, First Clas.. Go ahead in buying on discounts., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, It is very good. One of my favourite brand.., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Beautiful product, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Nice product. Value for every penny, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Working good...trustworthy product, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good product, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Sleek. Easy to use and clean. Fast delivery. But make sure to buy from a Flipkart Assured seller., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good product but a bit costly for 999 rupees. Could have been cheaper., 3, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good product, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Great product. Great results!, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Nice nice product its work good, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, The cattle was very nice. the only challenge was the length of the cord which was quite short and needed another extension cord., 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Very good. Wonderchef is always good, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Best among all other kettles. It is for those who's trying for loosing weight. One can have anytime hot water, tea and milk as well., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Fantastic, 5, Unknown
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, It heats up quickly and boils water so fast overall good quality outside but the lid was quite loose and inside material is wearing out., 2, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, I bought this kettle yesterday...it is wortheble and working well...really it's good delivery from flipkart...and safe packages..thanks to flipkart...I say to all only purchase on flip kart..because any issues you can return the item or refund you amount easily..., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good product. Can get hot water in 20ses, but the mouth is very small, keep away from children's since it's not shielded outside., 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, This kettle is useful for boiling water, not for milk. it makes noise as well.But on the manual it was written it can used for boiling milk, which is not true. milk will spill out if we try to do so., 2, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Awesome product... Excellent performance and classy look, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, A pefect product to warm water at home. Highly satisfied till now., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Not bad, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good Product, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good one..., 3, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Works perfectly as stated. Would have prefered the power cord to be longer by 2 Ft, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, its a very nice product., 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Nice, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good product,, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, The Price is high and steel quality is bad please don't purchase. And it makes noise, 1, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, It is great but when i fill full or half water in it .  It leaks water, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good, 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Worth it, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Worst product given by Flipkart, 1, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Functional, the kettle bottom plastic broke during transportation, 3, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Good product., 4, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Not good, 2, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Superb, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Wonderful product,bought two and still working perfectly after 3 years, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Best quality, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Excellent, 5, Yes
WONDERCHEF Acura Electric Kettle Beverage Maker  (1.5 L, itmc38391958d773, Was a great companion in my 1 year hostel life; Boil eggs, cook maggie and noodles, boil water, Make tea and coffee, Warm your milk.... It can do almost anything and its a beast of product. Heavy, Durable, Hardy, Easy to use and clean, its a must buy for everyone!, 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, I had bought this product Ten days ago and the induction is working very perfectly not even a single flaw. 1. The induction doesnt overheat it doesnt underheat. 2. I waited to write this review after a long usage since everyone gives its initial review only about how packaging is, how good is their delivery service and all. **This is my genuine review about the product i recieved. If you like this review give it a thumbs up.3. just loved it...its a very good choice and works perfectly. tha..., 4, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Satisfied with the product good quality, 4, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Good quality 👍, 4, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, very nice product working properly and scheduled delivery, 4, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Good product in low price, 4, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Good product., 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, I had bought this product 6 months ago and the induction is working very perfectly not even a single flaw.The induction doesnt overheat it doesnt underheat. The packaging form flipkart was also very excellent. I waited to write this review after a long usage since everyone gives its initial review only about how packaging is, how good is their delivery service and all.**This is my genuine review about the product i recieved. If you like this review give it a thumbs up., 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, nice product,and work fastest, 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, I just loved it ...its a very good choice and works perfectly ??? thanks flipkart, 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, awesome product, 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Review After few months - Its working fine as expected, all features at this price.Only build quality is not top notch.Can be used for all purpose.Its good. 4/5 stars=Old review below=Got delivered tody. Super quick delivery.Does it work ? YesDoes it have functions ? YesLong cable ? No. 1.3 mtr is not much long.Build quality ? Average or below averageNoise ? Too much. I know price is less but quality is too low.Plastic is like it will crack in few days.Top panel is like plasti..., 4, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Good 👍, 4, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, good product... received well on time...workin fine, 4, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, good quality product, working properly, 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Excellent product at most affordable cost and brilliant performance. Simply awesome to cook and easy to handle...😍...Just go for it, complete value for money., 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, best product ever at flipkart..i ordered it twice, 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, nice packaging, working well, nice one 👌happy to get this☺️, 4, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Good product, 4, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Good quality. Best price. Using since last three days no problem. You can go for it. Good for lighter users., 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, The induction was really goodBest to buy in this price rangecooks various item in that., 4, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, What a lovely induction cooker. Just perfect. It's my home perfect. We Can Make Anything using it.1. As same as picture.2. Value for money.3. Perfect Looking.4. Energy Saving Induction.5. Light Weight.6. Fast Cooking.7. Time Saving Cooker.8. Quality of the cooker., 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Awesome qwality 👍, 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, good product thank you Flipkart, 4, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, I love it thank you Flipkart. I hope it will be work nicely further., 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Nice product useful, 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Very light weight. plastic material. Did not feel good about it. purchased due to low price. returned the product. Better take a good one and feel satisfied rather than purchase a inferior product, 3, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Good product, 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Good product. working well on induction friendly as well as stainless steel utensils. Delivered by Flipkart the very next day.Delivery by Flipkart is very fast & good., 4, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Nice 👍I m happy with products, 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Nice product, 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, Good Induction Cooktop... It is best for smooth and single use... Thank you Flipkart, 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, This is very nice product in value for money and sufficient temperature provide for our use and we can use easily and portable product.., 4, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, product is so good nice looking and working must buy this product.... I am buy it 1099, 5, Yes
Pigeon 1800 W Induction Cooktop Push Button  (Black, itm3893130ae5422, After few month it had problematice .1.Heating Problem2.E6 problem3.senior problem4. Automatically fan off, 3, Yes
